Total number of parameters:  8607570
Train mini-batch 1: 0.21463388 | Time: 0.81676s | Current date & Time: 2022-06-16 22:50:40
Train mini-batch 160: 0.16157323 | Time: 0.37293s | Current date & Time: 2022-06-16 22:51:54
Train mini-batch 161: 0.24808800 | Time: 0.37267s | Current date & Time: 2022-06-16 22:51:54
Train mini-batch 162: 0.25500020 | Time: 0.37263s | Current date & Time: 2022-06-16 22:51:55
Train mini-batch 163: 0.26806265 | Time: 0.37309s | Current date & Time: 2022-06-16 22:51:55
Train mini-batch 164: 0.19589949 | Time: 0.37276s | Current date & Time: 2022-06-16 22:51:56
Train mini-batch 165: 0.20116875 | Time: 0.37303s | Current date & Time: 2022-06-16 22:51:56
Train mini-batch 166: 0.26382819 | Time: 0.37295s | Current date & Time: 2022-06-16 22:51:56
Train mini-batch 167: 0.20671342 | Time: 0.37273s | Current date & Time: 2022-06-16 22:51:57
Train mini-batch 168: 0.20695527 | Time: 0.37310s | Current date & Time: 2022-06-16 22:51:57
Train mini-batch 169: 0.21417564 | Time: 0.37268s | Current date & Time: 2022-06-16 22:51:58
Train mini-batch 170: 0.15275541 | Time: 0.37276s | Current date & Time: 2022-06-16 22:51:58
Train mini-batch 171: 0.21345067 | Time: 0.37299s | Current date & Time: 2022-06-16 22:51:59
Train mini-batch 172: 0.21374637 | Time: 0.37273s | Current date & Time: 2022-06-16 22:51:59
Train mini-batch 173: 0.18894359 | Time: 0.37275s | Current date & Time: 2022-06-16 22:52:00
Train mini-batch 174: 0.17347074 | Time: 0.37265s | Current date & Time: 2022-06-16 22:52:00
Train mini-batch 175: 0.20596766 | Time: 0.37258s | Current date & Time: 2022-06-16 22:52:01
Train mini-batch 176: 0.18344024 | Time: 0.37276s | Current date & Time: 2022-06-16 22:52:01
Train mini-batch 177: 0.19018035 | Time: 0.37282s | Current date & Time: 2022-06-16 22:52:02
Train mini-batch 178: 0.21992183 | Time: 0.37267s | Current date & Time: 2022-06-16 22:52:02
Train mini-batch 179: 0.16230646 | Time: 0.37293s | Current date & Time: 2022-06-16 22:52:02
Train mini-batch 180: 0.16675384 | Time: 0.37263s | Current date & Time: 2022-06-16 22:52:03
Train mini-batch 181: 0.24884570 | Time: 0.37269s | Current date & Time: 2022-06-16 22:52:03
Train mini-batch 182: 0.22097784 | Time: 0.37303s | Current date & Time: 2022-06-16 22:52:04
Train mini-batch 183: 0.23554467 | Time: 0.37284s | Current date & Time: 2022-06-16 22:52:04
Train mini-batch 184: 0.20131943 | Time: 0.37301s | Current date & Time: 2022-06-16 22:52:05
Train mini-batch 185: 0.19241592 | Time: 0.37292s | Current date & Time: 2022-06-16 22:52:05
Train mini-batch 186: 0.17745882 | Time: 0.37298s | Current date & Time: 2022-06-16 22:52:06
Train mini-batch 187: 0.18935066 | Time: 0.37291s | Current date & Time: 2022-06-16 22:52:06
Train mini-batch 188: 0.15858588 | Time: 0.37263s | Current date & Time: 2022-06-16 22:52:07
Train mini-batch 189: 0.19447425 | Time: 0.37278s | Current date & Time: 2022-06-16 22:52:07
Train mini-batch 190: 0.21669090 | Time: 0.37262s | Current date & Time: 2022-06-16 22:52:08
Train mini-batch 191: 0.16818586 | Time: 0.37301s | Current date & Time: 2022-06-16 22:52:08
Train mini-batch 192: 0.16587746 | Time: 0.37302s | Current date & Time: 2022-06-16 22:52:09
Train mini-batch 193: 0.21094215 | Time: 0.37272s | Current date & Time: 2022-06-16 22:52:09
Train mini-batch 194: 0.19549546 | Time: 0.37306s | Current date & Time: 2022-06-16 22:52:09
Train mini-batch 195: 0.21340171 | Time: 0.37296s | Current date & Time: 2022-06-16 22:52:10
Train mini-batch 196: 0.21760742 | Time: 0.37265s | Current date & Time: 2022-06-16 22:52:10
Train mini-batch 197: 0.15215260 | Time: 0.37286s | Current date & Time: 2022-06-16 22:52:11
Train mini-batch 198: 0.18188520 | Time: 0.37309s | Current date & Time: 2022-06-16 22:52:11
Train mini-batch 199: 0.13919002 | Time: 0.37312s | Current date & Time: 2022-06-16 22:52:12
Train mini-batch 200: 0.17719302 | Time: 0.37276s | Current date & Time: 2022-06-16 22:52:12
Train mini-batch 201: 0.24856943 | Time: 0.37283s | Current date & Time: 2022-06-16 22:52:13
Train mini-batch 202: 0.21340671 | Time: 0.37295s | Current date & Time: 2022-06-16 22:52:13
Train mini-batch 203: 0.21288037 | Time: 0.37304s | Current date & Time: 2022-06-16 22:52:14
Train mini-batch 204: 0.17093328 | Time: 0.37317s | Current date & Time: 2022-06-16 22:52:14
Train mini-batch 205: 0.20503192 | Time: 0.37371s | Current date & Time: 2022-06-16 22:52:15
Train mini-batch 206: 0.22259358 | Time: 0.37316s | Current date & Time: 2022-06-16 22:52:15
Train mini-batch 207: 0.19769190 | Time: 0.37364s | Current date & Time: 2022-06-16 22:52:16
Train mini-batch 208: 0.25299549 | Time: 0.37336s | Current date & Time: 2022-06-16 22:52:16
Train mini-batch 209: 0.22282968 | Time: 0.37312s | Current date & Time: 2022-06-16 22:52:17
Train mini-batch 210: 0.26043129 | Time: 0.37346s | Current date & Time: 2022-06-16 22:52:17
Train mini-batch 211: 0.20684764 | Time: 0.37348s | Current date & Time: 2022-06-16 22:52:17
Train mini-batch 212: 0.29463893 | Time: 0.37360s | Current date & Time: 2022-06-16 22:52:18
Train mini-batch 213: 0.21348186 | Time: 0.37346s | Current date & Time: 2022-06-16 22:52:18
Train mini-batch 214: 0.21343386 | Time: 0.37344s | Current date & Time: 2022-06-16 22:52:19
Train mini-batch 215: 0.19753844 | Time: 0.37341s | Current date & Time: 2022-06-16 22:52:19
Train mini-batch 216: 0.18679652 | Time: 0.37358s | Current date & Time: 2022-06-16 22:52:20
Train mini-batch 217: 0.22794262 | Time: 0.37334s | Current date & Time: 2022-06-16 22:52:20
Train mini-batch 218: 0.23352161 | Time: 0.37324s | Current date & Time: 2022-06-16 22:52:21
Train mini-batch 219: 0.21870132 | Time: 0.37347s | Current date & Time: 2022-06-16 22:52:21
Train mini-batch 220: 0.20489079 | Time: 0.37344s | Current date & Time: 2022-06-16 22:52:22
Train mini-batch 221: 0.16436957 | Time: 0.37323s | Current date & Time: 2022-06-16 22:52:22
Train mini-batch 222: 0.21148512 | Time: 0.37369s | Current date & Time: 2022-06-16 22:52:23
Train mini-batch 223: 0.19065267 | Time: 0.37336s | Current date & Time: 2022-06-16 22:52:23
Train mini-batch 224: 0.20180708 | Time: 0.37349s | Current date & Time: 2022-06-16 22:52:24
Train mini-batch 225: 0.20354569 | Time: 0.37326s | Current date & Time: 2022-06-16 22:52:24
Train mini-batch 226: 0.17880990 | Time: 0.37342s | Current date & Time: 2022-06-16 22:52:25
Train mini-batch 227: 0.19207639 | Time: 0.37335s | Current date & Time: 2022-06-16 22:52:25
Train mini-batch 228: 0.24255770 | Time: 0.37358s | Current date & Time: 2022-06-16 22:52:25
Train mini-batch 229: 0.18721850 | Time: 0.37366s | Current date & Time: 2022-06-16 22:52:26
Train mini-batch 230: 0.17544815 | Time: 0.37362s | Current date & Time: 2022-06-16 22:52:26
Train mini-batch 231: 0.17011651 | Time: 0.37327s | Current date & Time: 2022-06-16 22:52:27
Train mini-batch 232: 0.19138138 | Time: 0.37325s | Current date & Time: 2022-06-16 22:52:27
Train mini-batch 233: 0.21310680 | Time: 0.37326s | Current date & Time: 2022-06-16 22:52:28
Train mini-batch 234: 0.19216362 | Time: 0.37358s | Current date & Time: 2022-06-16 22:52:28
Train mini-batch 235: 0.19034305 | Time: 0.37332s | Current date & Time: 2022-06-16 22:52:29
Train mini-batch 236: 0.23384674 | Time: 0.37338s | Current date & Time: 2022-06-16 22:52:29
Train mini-batch 237: 0.23272735 | Time: 0.37343s | Current date & Time: 2022-06-16 22:52:30
Train mini-batch 238: 0.20548457 | Time: 0.37332s | Current date & Time: 2022-06-16 22:52:30
Train mini-batch 239: 0.20614745 | Time: 0.37334s | Current date & Time: 2022-06-16 22:52:31
Train mini-batch 240: 0.18480994 | Time: 0.37359s | Current date & Time: 2022-06-16 22:52:31
Train mini-batch 241: 0.18040809 | Time: 0.37330s | Current date & Time: 2022-06-16 22:52:31
Train mini-batch 242: 0.22843324 | Time: 0.37346s | Current date & Time: 2022-06-16 22:52:32
Train mini-batch 243: 0.21953365 | Time: 0.37329s | Current date & Time: 2022-06-16 22:52:32
Train mini-batch 244: 0.22517538 | Time: 0.37321s | Current date & Time: 2022-06-16 22:52:33
Train mini-batch 245: 0.26215091 | Time: 0.37327s | Current date & Time: 2022-06-16 22:52:33
Train mini-batch 246: 0.20059466 | Time: 0.37358s | Current date & Time: 2022-06-16 22:52:34
Train mini-batch 247: 0.16436684 | Time: 0.37359s | Current date & Time: 2022-06-16 22:52:34
Train mini-batch 248: 0.18733859 | Time: 0.37336s | Current date & Time: 2022-06-16 22:52:35
Train mini-batch 249: 0.20399973 | Time: 0.37331s | Current date & Time: 2022-06-16 22:52:35
Train mini-batch 250: 0.20215166 | Time: 0.37354s | Current date & Time: 2022-06-16 22:52:36
Train mini-batch 251: 0.23221590 | Time: 0.37356s | Current date & Time: 2022-06-16 22:52:36
Train mini-batch 252: 0.22152393 | Time: 0.37327s | Current date & Time: 2022-06-16 22:52:37
Train mini-batch 253: 0.16544068 | Time: 0.37346s | Current date & Time: 2022-06-16 22:52:37
Train mini-batch 254: 0.21638194 | Time: 0.37346s | Current date & Time: 2022-06-16 22:52:38
Train mini-batch 255: 0.16368014 | Time: 0.37338s | Current date & Time: 2022-06-16 22:52:38
Train mini-batch 256: 0.17309071 | Time: 0.37336s | Current date & Time: 2022-06-16 22:52:38
Train mini-batch 257: 0.15330131 | Time: 0.37342s | Current date & Time: 2022-06-16 22:52:39
Train mini-batch 258: 0.20037970 | Time: 0.37333s | Current date & Time: 2022-06-16 22:52:39
Train mini-batch 259: 0.21767542 | Time: 0.37345s | Current date & Time: 2022-06-16 22:52:40
Train mini-batch 260: 0.18776709 | Time: 0.37356s | Current date & Time: 2022-06-16 22:52:40
Train mini-batch 261: 0.20412016 | Time: 0.37325s | Current date & Time: 2022-06-16 22:52:41
Train mini-batch 262: 0.18718150 | Time: 0.37343s | Current date & Time: 2022-06-16 22:52:41
Train mini-batch 263: 0.15343945 | Time: 0.37361s | Current date & Time: 2022-06-16 22:52:42
Train mini-batch 264: 0.20374975 | Time: 0.37332s | Current date & Time: 2022-06-16 22:52:42
Train mini-batch 265: 0.22717750 | Time: 0.37364s | Current date & Time: 2022-06-16 22:52:43
Train mini-batch 266: 0.23902892 | Time: 0.37323s | Current date & Time: 2022-06-16 22:52:43
Train mini-batch 267: 0.23359004 | Time: 0.37330s | Current date & Time: 2022-06-16 22:52:44
Train mini-batch 268: 0.22789395 | Time: 0.37329s | Current date & Time: 2022-06-16 22:52:44
Train mini-batch 269: 0.19074783 | Time: 0.37357s | Current date & Time: 2022-06-16 22:52:45
Train mini-batch 270: 0.17088138 | Time: 0.37335s | Current date & Time: 2022-06-16 22:52:45
Train mini-batch 271: 0.19534579 | Time: 0.37359s | Current date & Time: 2022-06-16 22:52:45
Train mini-batch 272: 0.17698061 | Time: 0.37335s | Current date & Time: 2022-06-16 22:52:46
Train mini-batch 273: 0.21921635 | Time: 0.37372s | Current date & Time: 2022-06-16 22:52:46
Train mini-batch 274: 0.22019546 | Time: 0.37323s | Current date & Time: 2022-06-16 22:52:47
Train mini-batch 275: 0.21433175 | Time: 0.37346s | Current date & Time: 2022-06-16 22:52:47
Train mini-batch 276: 0.23803020 | Time: 0.37357s | Current date & Time: 2022-06-16 22:52:48
Train mini-batch 277: 0.22217566 | Time: 0.37366s | Current date & Time: 2022-06-16 22:52:48
Train mini-batch 278: 0.20985274 | Time: 0.37335s | Current date & Time: 2022-06-16 22:52:49
Train mini-batch 279: 0.17109369 | Time: 0.37336s | Current date & Time: 2022-06-16 22:52:49
Train mini-batch 280: 0.16026115 | Time: 0.37316s | Current date & Time: 2022-06-16 22:52:50
Train mini-batch 281: 0.20191726 | Time: 0.37364s | Current date & Time: 2022-06-16 22:52:50
Train mini-batch 282: 0.25149810 | Time: 0.37350s | Current date & Time: 2022-06-16 22:52:50
Train mini-batch 283: 0.19939356 | Time: 0.37335s | Current date & Time: 2022-06-16 22:52:51
Train mini-batch 284: 0.22658750 | Time: 0.37363s | Current date & Time: 2022-06-16 22:52:51
